id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn,has_contract
4082,True,False,11.02,0,0.0,0,0.0,0.0,0,True,False
4158,False,False,5.94,0,0.0,0,0.0,0.0,0,True,False
4259,True,True,8.78,20,0.0,0,3.0,0.5,0,True,False
4263,False,False,12.61,0,0.0,0,0.0,0.0,0,True,False
4271,True,True,12.44,21,0.0,0,4.8,0.1,0,True,False
4297,True,False,8.05,0,0.0,0,0.0,0.0,0,True,False
4347,False,False,5.69,0,0.0,0,0.0,0.0,0,True,False
4389,True,True,11.93,19,1.88,0,52.4,2.2,0,False,True
4424,False,False,5.61,0,0.0,0,0.0,0.0,0,True,False
4434,False,False,5.25,13,0.0,0,0.0,0.0,0,True,False
4448,True,False,7.65,0,0.0,1,19.3,5.2,0,True,False
4479,False,False,9.56,0,0.0,0,0.0,0.0,0,True,False
4518,False,False,5.98,0,0.0,0,0.0,0.0,0,True,False
4521,False,False,6.27,0,0.0,0,0.0,0.0,0,True,False
4522,False,False,10.06,0,0.0,0,0.0,0.0,0,True,False
4526,True,True,12.19,0,0.0,0,0.0,0.0,0,True,False
4537,False,False,5.61,0,0.0,0,0.0,0.0,0,True,False
4544,False,False,7.45,0,0.0,0,0.0,0.0,0,True,False
4556,False,False,9.99,0,0.0,0,0.0,0.0,0,True,False
4579,False,False,7.08,0,0.0,0,0.0,0.0,0,True,False
4612,False,False,9.57,0,0.0,0,0.0,0.0,0,True,False
4645,False,False,5.37,0,0.0,0,0.0,0.0,0,True,False
4667,False,False,7.08,0,0.0,0,0.0,0.0,0,True,False
4672,False,False,11.93,24,0.0,4,3.9,0.4,0,False,False
4674,False,False,7.32,20,0.0,0,14.2,0.6,0,True,False
4692,False,False,8.36,0,0.0,0,0.0,0.0,0,True,False
4700,True,True,6.28,24,0.0,2,0.0,0.0,0,True,False
4711,False,False,5.12,0,0.0,0,0.0,0.0,0,True,False
4781,True,True,11.92,10,1.26,0,23.6,1.7,0,False,True
4782,True,False,5.98,21,0.0,0,0.0,0.0,0,True,False
4785,True,True,11.92,32,0.99,0,0.0,0.0,0,False,True
4819,False,False,5.42,13,0.0,0,0.0,0.0,0,True,False
4828,False,False,7.87,0,0.0,0,0.0,0.0,0,True,False
4843,True,True,7.17,22,0.0,0,2.9,0.3,0,True,False
4877,False,False,9.55,0,0.0,0,0.0,0.0,0,True,False
4897,False,False,6.05,14,0.0,0,0.0,0.0,0,True,False
4941,False,False,10.19,0,0.0,0,0.0,0.0,0,True,False
4950,False,False,5.63,14,0.0,0,0.0,0.0,0,True,False
4967,True,False,7.77,0,0.0,0,0.0,0.0,0,True,False
4973,False,False,9.55,18,0.0,0,0.0,0.0,0,True,False
4985,True,False,6.14,12,0.0,1,0.0,0.0,0,True,False
5000,True,True,12.12,20,0.0,0,0.3,0.7,0,True,False
5110,False,False,5.85,14,0.0,0,0.0,0.0,0,True,False
5182,False,False,7.35,12,0.0,0,0.0,0.0,0,True,False
5188,True,True,11.92,33,0.0,0,27.8,2.1,0,False,False
5194,True,True,6.55,14,0.0,1,0.0,0.0,0,True,False
5198,True,True,8.85,0,0.0,0,0.0,0.0,0,True,False
5225,True,True,11.92,24,0.0,0,37.0,5.8,0,False,False
5248,False,False,5.12,0,0.0,0,0.0,0.0,0,True,False
5292,True,True,6.03,0,0.0,0,0.0,0.0,0,True,False
5308,True,False,11.92,31,0.0,0,0.3,0.0,0,False,False
5325,True,True,11.92,24,0.0,0,0.1,0.0,0,False,False
5338,True,True,11.92,24,1.01,0,36.7,1.9,0,False,True
5347,False,False,5.56,0,0.0,0,0.0,0.0,0,True,False
5355,True,True,10.47,7,0.0,0,0.0,0.0,0,True,False
5422,True,True,11.92,16,1.79,0,34.2,2.3,0,False,True
5442,False,False,11.92,24,0.0,0,27.8,2.1,0,False,False
5449,False,False,6.95,1,0.0,0,0.0,0.0,0,True,False
5472,False,False,9.72,8,0.0,1,6.5,0.6,0,True,False
5510,False,False,12.34,22,0.0,0,0.0,0.0,0,True,False
5516,True,False,11.17,33,0.0,0,0.0,0.0,0,True,False
5636,False,False,8.55,14,0.0,0,14.4,0.8,3,True,False
5660,True,False,8.82,21,0.0,0,3.3,0.3,0,True,False
5680,True,False,6.18,14,0.0,0,0.0,0.0,0,True,False
5684,True,False,8.98,24,0.0,1,27.1,9.4,0,True,False
5694,True,False,11.92,24,0.0,0,27.8,2.1,0,False,False
5721,True,False,11.92,21,0.33,0,31.4,5.0,0,False,True
5746,True,True,10.09,59,0.0,2,27.1,23.9,0,True,False
5754,False,False,6.08,14,0.0,0,0.0,0.0,0,True,False
5767,True,False,6.37,14,0.0,0,0.0,0.0,0,True,False
5780,False,False,7.58,13,0.0,0,1.6,0.2,0,True,False
5786,True,False,11.92,19,1.78,1,30.3,1.3,0,False,True
5793,False,False,9.42,32,0.0,0,23.2,5.3,0,True,False
5872,True,False,11.92,21,1.93,1,125.2,6.6,0,False,True
5896,False,False,11.92,59,0.0,0,27.8,2.1,0,False,False
5960,False,False,6.55,20,0.0,2,0.0,0.0,0,True,False
5969,True,False,11.89,0,0.0,0,0.0,0.0,0,True,False
6003,False,False,7.41,21,0.0,1,2.4,0.9,0,True,False
6009,False,False,5.28,0,0.0,0,0.0,0.0,0,True,False
6016,True,False,7.05,23,0.0,3,0.0,0.0,0,True,False
6034,False,False,8.32,12,0.0,0,4.9,0.6,0,True,False
6115,False,False,6.19,53,0.0,2,0.0,0.0,0,True,False
6147,True,False,7.32,21,0.0,0,2.9,0.1,0,True,False
6149,True,False,11.92,22,1.16,0,19.5,2.0,0,False,True
6171,True,True,12.76,10,0.57,0,22.3,4.4,0,True,True
6191,False,False,7.47,24,0.0,0,7.5,1.5,0,True,False
6192,True,False,8.52,19,0.0,0,0.0,0.0,0,True,False
6194,True,True,11.92,17,1.95,0,7.3,0.8,0,False,True
6202,False,False,5.37,15,1.86,0,0.0,0.0,0,True,True
6219,False,False,7.04,0,0.0,0,0.0,0.0,7,True,False
6222,True,False,6.84,0,0.0,0,0.0,0.0,0,True,False
6223,True,True,11.92,29,0.23,0,16.1,1.0,0,False,True
6231,True,True,11.92,20,0.37,0,134.6,7.3,0,False,True
6270,False,False,5.73,13,0.0,0,0.0,0.0,0,True,False
6277,False,False,10.36,18,0.0,0,0.0,0.0,0,True,False
6283,True,True,11.92,22,1.96,0,62.2,5.1,0,False,True
6303,False,False,7.25,13,0.0,0,0.0,0.0,0,True,False
6330,False,False,8.69,162,0.0,0,0.0,0.0,0,True,False
6347,False,False,11.92,66,0.01,0,370.4,14.8,0,False,True
6372,True,False,9.45,26,0.0,0,11.0,2.6,0,True,False
6390,True,False,11.92,25,0.21,0,1.9,0.1,0,False,True
6424,False,False,5.55,14,0.0,0,0.0,0.0,0,True,False
6492,True,False,11.42,22,0.0,0,15.5,1.2,0,True,False
6505,False,False,5.6,0,0.0,0,0.0,0.0,0,True,False
6517,True,False,9.03,20,0.0,0,2.1,0.4,0,True,False
6518,True,False,7.39,13,0.0,0,12.7,0.6,0,True,False
6556,True,False,8.55,20,0.0,2,30.8,2.6,0,True,False
6558,True,False,6.48,35,0.0,0,0.0,0.0,0,True,False
6572,False,False,5.44,14,0.0,1,0.0,0.0,0,True,False
6597,False,False,5.25,13,0.0,0,0.0,0.0,0,True,False
6614,False,False,5.85,22,0.0,0,0.0,0.0,0,True,False
6617,True,True,11.13,17,0.0,1,2.5,0.1,0,True,False
6640,True,False,11.92,22,0.07,0,64.1,7.1,0,False,True
6689,True,False,11.74,24,0.0,0,60.2,3.3,0,True,False
6691,False,False,5.77,14,0.0,0,0.0,0.0,0,True,False
6727,False,False,5.6,0,0.0,0,0.0,0.0,0,True,False
6777,True,True,10.8,21,0.0,0,8.0,1.3,0,True,False
6787,True,False,9.95,32,0.0,0,5.6,0.3,0,True,False
6846,True,True,11.92,71,1.16,0,86.3,2.9,0,False,True
6848,False,False,5.6,0,0.0,0,0.0,0.0,0,True,False
6851,True,False,11.92,22,1.44,0,70.2,2.5,0,False,True
6861,False,False,10.09,20,0.0,0,0.0,0.0,0,True,False
6862,False,False,10.46,19,0.0,0,0.0,0.0,0,True,False
6864,True,False,5.79,14,0.0,0,0.0,0.0,0,True,False
6891,True,False,8.35,0,0.0,0,0.0,0.0,0,True,False
6954,True,True,11.92,17,0.21,0,27.8,2.1,0,False,True
6956,False,False,5.64,20,0.0,1,0.0,0.0,0,True,False
6993,False,False,11.36,56,0.0,0,0.0,0.0,0,True,False
7001,True,False,6.57,21,0.0,0,0.0,0.0,0,True,False
7003,False,False,5.33,13,0.0,0,0.0,0.0,0,True,False
7014,True,False,8.1,75,0.0,0,39.4,1.7,0,True,False
7027,True,False,10.39,21,0.0,0,0.0,0.0,0,True,False
7041,False,False,9.19,20,0.0,0,0.0,0.0,0,True,False
7057,True,True,11.92,20,0.46,0,105.7,7.9,0,False,True
7083,False,False,5.6,0,0.0,0,0.0,0.0,0,True,False
7100,False,False,10.89,0,0.0,0,0.0,0.0,0,True,False
7115,True,True,11.92,65,0.15,0,22.5,1.0,0,False,True
7150,False,False,5.29,0,0.0,0,0.0,0.0,0,True,False
7155,False,False,5.93,0,0.0,0,0.0,0.0,0,True,False
7166,False,False,7.71,14,0.0,0,2.0,0.5,0,True,False
7174,False,False,11.92,12,0.0,0,2.9,0.1,2,False,False
7203,False,False,5.6,0,0.0,0,0.0,0.0,0,True,False
7245,True,False,6.56,0,0.0,0,0.0,0.0,0,True,False
7302,False,False,5.28,43,0.0,0,0.0,0.0,0,True,False
7352,True,True,12.3,0,0.0,0,0.0,0.0,0,True,False
7358,True,False,11.92,21,0.49,0,33.5,11.2,0,False,True
7369,False,False,6.7,23,0.53,4,0.0,0.0,0,True,True
7384,True,True,11.92,10,1.27,0,27.8,2.1,0,False,True
7392,False,False,11.92,25,0.21,1,22.0,0.8,0,False,True
7428,True,True,11.92,19,1.78,2,62.7,5.7,0,False,True
7452,True,False,8.96,20,0.0,0,0.0,0.0,0,True,False
7465,True,True,5.22,13,0.0,0,0.0,0.0,0,True,False
7495,False,False,5.34,13,0.0,0,0.0,0.0,0,True,False
7502,True,True,10.95,0,0.0,0,0.0,0.0,0,True,False
7537,False,False,5.62,10,0.0,0,0.0,0.0,0,True,False
7560,True,False,11.91,22,1.28,0,35.8,2.1,0,False,True
7568,False,False,8.09,12,0.0,0,1.5,0.2,0,True,False
7592,False,False,5.84,15,0.0,2,0.0,0.0,0,True,False
7607,False,False,11.91,24,0.0,0,120.3,10.0,0,False,False
7650,True,False,6.71,23,0.0,2,0.0,0.0,0,True,False
7674,False,False,7.62,23,0.0,0,1.5,0.2,0,True,False
7690,False,False,8.44,19,0.0,0,1.7,0.3,0,True,False
7695,True,False,11.91,20,1.3,1,34.2,5.1,0,False,True
7696,False,False,5.6,0,0.0,0,0.0,0.0,0,True,False
7714,True,True,11.91,10,1.13,0,7.5,1.1,0,False,True
7778,False,False,5.44,13,0.0,0,0.0,0.0,0,True,False
7813,False,False,7.23,23,0.0,0,4.2,0.3,0,True,False
7829,False,False,6.88,24,0.0,1,0.0,0.0,0,True,False
7830,True,False,10.75,6,0.0,0,23.4,1.9,0,True,False
7877,False,False,5.47,21,0.0,0,0.0,0.0,0,True,False
7884,False,False,5.5,0,0.0,0,0.0,0.0,0,True,False
7916,False,False,7.62,23,0.0,0,0.5,0.0,0,True,False
7953,True,False,9.46,25,0.0,0,34.0,2.3,0,True,False
7967,True,False,11.05,30,0.0,0,115.1,7.0,0,True,False
7992,True,False,5.44,21,0.0,0,0.0,0.0,0,True,False
7994,True,True,11.8,22,1.17,0,51.4,6.5,0,False,True
8006,True,True,11.8,25,1.68,0,51.6,5.1,0,False,True
8011,True,True,11.8,57,0.0,0,156.0,12.8,0,False,False
8034,False,False,7.1,12,0.0,0,15.0,0.8,0,True,False
8036,True,False,7.15,0,0.0,0,0.3,0.0,0,True,False
8037,True,False,7.16,0,0.0,0,0.0,0.0,0,True,False
8058,True,True,11.79,20,0.54,0,56.4,5.4,0,False,True
8109,True,False,10.69,40,0.49,1,611.9,54.7,0,True,True
8134,True,False,8.34,18,0.0,0,11.2,0.6,0,True,False
8195,True,False,7.71,0,0.0,0,1.8,0.2,5,True,False
8230,True,True,11.76,25,0.1,0,10.6,0.8,0,False,True
8255,True,False,9.85,34,0.0,0,43.8,7.1,0,True,False
8332,True,False,10.81,33,0.0,0,7.7,1.2,0,True,False
8338,False,False,6.67,13,0.0,0,0.0,0.0,0,True,False
8346,True,False,11.74,3,0.0,0,4.3,0.3,1,False,False
8373,True,True,5.7,0,0.0,0,0.0,0.0,6,True,False
8404,True,False,10.9,22,0.0,0,44.3,5.2,0,True,False
8435,True,False,9.19,24,0.0,0,12.6,0.6,0,True,False
8444,False,False,5.81,13,0.0,0,0.0,0.0,0,True,False
8451,False,False,8.21,0,0.0,0,11.6,0.6,6,True,False
8461,False,False,5.34,12,0.0,0,0.0,0.0,0,True,False
8468,False,False,5.21,15,0.0,0,0.0,0.0,3,True,False
8483,True,True,5.81,0,0.0,0,0.0,0.0,6,True,False
8492,True,True,11.72,26,1.43,0,53.1,7.6,0,False,True
8510,True,True,11.72,21,0.1,1,22.4,3.0,0,False,True
8582,False,False,5.4,0,0.0,0,0.0,0.0,0,True,False
8589,True,False,5.91,14,0.0,2,0.0,0.0,0,True,False
8596,True,True,5.39,13,0.0,0,0.0,0.0,0,True,False
8607,False,False,8.56,40,0.0,0,38.6,3.0,0,True,False
8614,True,True,10.1,26,0.0,1,43.3,1.9,0,True,False
8668,False,False,8.46,20,0.0,0,5.1,0.4,0,True,False
8673,False,False,5.87,0,1.15,3,0.0,0.0,6,True,True
8688,False,False,5.98,0,0.0,1,0.0,0.0,6,True,False
8691,True,False,11.7,20,1.61,0,13.1,0.6,0,False,True
8697,True,True,11.7,19,1.93,0,38.4,3.1,0,False,True
8704,False,False,9.33,16,0.0,0,7.4,0.9,1,True,False
8713,False,False,4.84,12,0.0,0,0.0,0.0,0,True,False
8752,True,False,11.69,21,0.27,0,166.0,11.0,0,False,True
8763,True,False,5.72,23,0.0,6,0.0,0.0,0,True,False
8767,False,False,7.37,0,0.0,0,0.0,0.0,0,True,False
8770,False,False,5.32,17,0.0,0,0.0,0.0,0,True,False
8779,True,False,11.68,25,0.33,0,36.3,2.0,0,False,True
8835,True,False,11.86,17,0.0,0,17.3,1.3,0,True,False
8922,True,False,8.88,25,0.0,3,5.3,0.7,0,True,False
8929,True,False,8.91,24,0.0,0,2.4,0.1,0,True,False
8942,True,True,11.66,22,0.83,3,15.4,1.8,0,False,True
8958,True,True,11.65,21,0.43,0,22.3,1.6,0,False,True
8975,True,True,11.65,10,1.16,0,50.2,6.3,0,False,True
8983,False,False,5.25,14,0.0,0,0.0,0.0,0,True,False
8993,False,False,8.72,17,0.0,0,0.0,0.0,0,True,False
9003,True,True,11.64,15,1.13,0,108.3,5.6,0,False,True
9013,True,False,11.64,12,1.02,2,34.6,1.7,0,False,True
9017,False,False,11.64,24,0.0,0,6.2,0.4,0,False,False
9018,True,True,7.94,24,0.0,0,25.1,1.8,0,True,False
9061,True,False,11.62,79,1.86,2,70.2,9.0,0,False,True
9069,True,False,7.6,14,0.0,0,4.2,0.5,0,True,False
9080,True,False,11.62,20,0.76,0,13.6,0.9,0,False,True
9112,True,True,5.92,12,0.0,0,0.0,0.0,0,True,False
9115,True,False,11.61,21,0.09,1,21.8,2.8,0,False,True
9145,False,False,6.99,15,0.0,0,6.0,0.6,0,True,False
9157,True,True,11.6,21,0.44,0,44.3,3.1,0,False,True
9161,True,True,12.33,10,0.5,1,14.8,3.4,0,True,True
